Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2000-01-03,5.843178749084473,5.9566027888497475,5.752439383281266,5.92733245791641,209280
2000-01-04,5.422410011291504,5.821224019572969,5.37704034122116,5.821224019572969,547680
2000-01-05,5.26800537109375,5.634621607645403,5.122383371035084,5.122383371035084,3660912
2000-01-06,5.565835952758789,5.619987048284861,5.29800851198443,5.29800851198443,1429296
2000-01-07,5.559251308441162,5.707800726854266,5.356551451355543,5.400457610792883,1036488
2000-01-10,5.633892059326172,5.7736600468216315,5.561446828245094,5.561446828245094,1253616
2000-01-11,5.456071376800537,5.634623030035365,5.356550936954349,5.634623030035365,410688
2000-01-12,5.532175540924072,5.590716857721418,5.488269385837373,5.561446199322745,138792
2000-01-13,5.502902984619141,5.561444619766931,5.45899684200262,5.561444619766931,55128
2000-01-14,5.479488372802734,5.590716943418122,5.4589984761389925,5.532175625723432,452544
2000-01-17,5.5007100105285645,5.546811614943083,5.444364126209051,5.546811614943083,3204912
2000-01-18,5.572422504425049,5.736338653552424,5.460461679657888,5.48826915569682,947544
2000-01-19,5.515345096588135,5.704873640005207,5.48826987750919,5.580472744455863,986760
2000-01-20,5.43265438079834,5.532175148253712,5.400456692342909,5.502904156955297,617760
2000-01-21,5.404847145080566,5.451680328358006,5.371185606175147,5.451680328358006,143040
2000-01-24,5.198489189147949,5.634623402888659,5.153119179771877,5.634623402888659,144840
2000-01-25,5.101163387298584,5.2687388436104925,5.049208058460056,5.122384875184403,1257504
2000-01-26,5.101163387298584,5.101163387298584,5.101163387298584,5.101163387298584,0
2000-01-27,5.355087757110596,5.509490900680404,5.1231165764785676,5.1955618041385865,3257688
2000-01-28,5.491927623748779,5.742924816706725,4.937246659368306,4.937246659368306,1918440
2000-01-31,5.593645095825195,5.634623889971712,5.415093080363011,5.415093080363011,747624
2000-02-01,5.546078681945801,5.707799718637511,5.502904120804083,5.56144576803897,1454880
2000-02-02,5.858543872833252,5.9858714372397825,5.5980340101795525,5.619987084729276,4047744
